study,sref,treatment,pid,uid,m2_b,m2_c,m3_b1,m3_b2,m3_b3,m3_c,active
5,(43),m3,PYBWP,71,,,.300000011920929,.3,.4,3,1
5,(43),m3,PZCZV,96,,,.4000000059604645,.5,.1,5,1
5,(43),m3,QECXS,117,,,.6000000238418579,.2,.2,1,1
5,(43),m3,QHNUD,143,,,.300000011920929,.4,.3,1,1
5,(43),m3,QKAZU,109,,,.2000000029802322,.3,.5,5,1
5,(43),m3,QRVVY,82,,,.300000011920929,.3,.4,1,1
5,(43),m3,QVBAP,104,,,.25,.55,.2,4,1
5,(43),m3,QXEPS,89,,,.6000000238418579,.2,.2,2,1
5,(43),m3,REAVM,155,,,.4699999988079071,.29,.24,3,1
5,(43),m3,RLFXE,124,,,.8999999761581421,.05,.05,3,1
5,(43),m3,RRFWI,152,,,.5,.3,.2,4,1
5,(43),m3,RRKTM,84,,,0,.3,.7,2,1
5,(43),m3,RSFYN,90,,,.6000000238418579,.2,.2,6,1
5,(43),m3,SIBYL,99,,,.5,.25,.25,1,1
5,(43),m3,SLETN,132,,,.6000000238418579,.2,.2,5,1
5,(43),m3,SLKSA,136,,,.2000000029802322,.5,.3,1,1
5,(43),m3,SNJRM,123,,,.2000000029802322,.2,.6,1,
5,(43),m3,TPCGC,72,,,.2000000029802322,.5,.3,3,
5,(43),m3,USYLJ,92,,,0,.01,.99,2,
5,(43),m3,UUYLF,164,,,.699999988079071,.25,.05,5,1
5,(43),m3,UWXVV,74,,,.4000000059604645,.3,.3,1,1
5,(43),m3,VTIEK,137,,,.25,.25,.5,3,1
5,(43),m3,VTWWG,64,,,.25,.25,.5,1,1
5,(43),m3,VWIIZ,119,,,.1000000014901161,.4,.5,3,
5,(43),m3,VWQJN,98,,,.2000000029802322,.3,.5,1,1
5,(43),m3,VWTHZ,118,,,.300000011920929,.5,.2,1,1
5,(43),m3,WOZHY,141,,,.1000000014901161,.1,.8,4,1
5,(43),m3,WSKMW,69,,,.4000000059604645,.3,.3,2,1
5,(43),m3,WTZSC,131,,,.300000011920929,.3,.4,1,
5,(43),m3,WVBUA,147,,,.4000000059604645,.2,.4,3,1
5,(43),m3,XCRTP,133,,,.2000000029802322,.5,.3,1,1
5,(43),m3,XYJIX,140,,,.2000000029802322,.5,.3,2,1
5,(43),m3,YEXRD,138,,,.699999988079071,.2,.1,2,1
5,(43),m3,YGDVU,103,,,.6000000238418579,.3,.1,3,1
5,(43),m3,YHEMK,70,,,.300000011920929,.3,.4,2,1
5,(43),m3,YHGBZ,163,,,.2000000029802322,.2,.6,4,1
5,(43),m3,YIPBA,97,,,.2000000029802322,.6,.2,1,1
5,(43),m3,YSSFZ,111,,,.2000000029802322,.2,.6,2,1
5,(43),m3,ZCZJN,61,,,.300000011920929,.3,.4,2,1
5,(43),m3,ZDOYC,63,,,.4000000059604645,.5,.1,6,1
6,(44),m2,AGNPX,761,.64999998,3,,,,,1
6,(44),m2,AIRBM,850,.60000002,1,,,,,1
6,(44),m2,ARLEI,770,.69999999,1,,,,,1
6,(44),m2,BBECX,840,.77999997,5,,,,,1
6,(44),m2,BHPTI,844,.57999998,3,,,,,1
6,(44),m2,BIYDE,794,.30000001,1,,,,,1
6,(44),m2,BKCFP,827,.12,2,,,,,1
6,(44),m2,BNPKB,779,.2,4,,,,,1
6,(44),m2,BZRFC,826,.30000001,1,,,,,1
6,(44),m2,CHIBT,784,.050000001,4,,,,,1
6,(44),m2,CHJWI,762,.1,6,,,,,1
6,(44),m2,COGEW,742,.1,2,,,,,
6,(44),m2,CUCGB,781,.1,2,,,,,1
6,(44),m2,CYLLX,780,.40000001,2,,,,,1
6,(44),m2,CYWGM,744,.2,5,,,,,1
6,(44),m2,DBEOL,768,.050000001,3,,,,,
6,(44),m2,DCRKI,832,.30000001,5,,,,,1
6,(44),m2,DLIYI,842,.2,2,,,,,1
6,(44),m2,DOPFI,746,0,3,,,,,
6,(44),m2,DPJYN,759,.25,7,,,,,1
6,(44),m2,DRIUI,788,.2,6,,,,,1
6,(44),m2,DSMMR,748,.40000001,2,,,,,1
6,(44),m2,DUYEG,786,.55000001,3,,,,,1
6,(44),m2,EDRGS,782,.5,2,,,,,1
6,(44),m2,EFVYH,764,.2,4,,,,,1
6,(44),m2,EMHKN,736,.5,1,,,,,1
6,(44),m2,FDEEF,740,.2,3,,,,,1
6,(44),m2,FGOQM,783,.1,2,,,,,1
6,(44),m2,FTHMZ,743,.5,1,,,,,1
6,(44),m2,FZDWW,796,.1,3,,,,,1
6,(44),m2,FZMNK,841,0,4,,,,,1
6,(44),m2,GLFJZ,754,.15000001,1,,,,,1
6,(44),m2,GZRWQ,819,.80000001,4,,,,,1
6,(44),m2,HARNQ,727,0,5,,,,,1
6,(44),m2,HBEWR,752,.44999999,2,,,,,
6,(44),m2,HBQXZ,851,.1,4,,,,,1
6,(44),m2,HEJKB,812,.1,2,,,,,1
6,(44),m2,HFNSC,737,.1,2,,,,,1
6,(44),m2,HJBDQ,799,.28999999,4,,,,,1
6,(44),m2,HJEZS,810,.050000001,4,,,,,1
6,(44),m2,IBCCH,777,.5,4,,,,,1
6,(44),m2,ITXLG,755,.15000001,1,,,,,1
6,(44),m2,IXRCJ,805,.69999999,4,,,,,1
6,(44),m2,JAYYJ,734,.050000001,4,,,,,1
6,(44),m2,JDVOM,756,.30000001,5,,,,,1
6,(44),m2,JFFDX,820,.89999998,2,,,,,1
6,(44),m2,JJAGL,800,.44999999,1,,,,,1
6,(44),m2,JUSNB,817,.1,2,,,,,1
6,(44),m2,JVWRC,831,0,1,,,,,1
6,(44),m2,JXCTF,751,.02,3,,,,,1
6,(44),m2,KBPUC,767,.40000001,3,,,,,1
6,(44),m2,KCPRJ,813,.5,1,,,,,1
6,(44),m2,KIYTT,772,.5,2,,,,,1
6,(44),m2,KRWHP,732,0,5,,,,,
6,(44),m2,KSQVW,769,.15000001,5,,,,,1
6,(44),m2,LFMEQ,823,.5,2,,,,,
6,(44),m2,LYFOV,828,.1,6,,,,,1
6,(44),m2,MHKGW,771,.34999999,1,,,,,1
6,(44),m2,MLXQY,791,.050000001,2,,,,,1
6,(44),m2,MPQVV,846,.2,4,,,,,1
6,(44),m2,MWDSM,792,.40000001,4,,,,,1
6,(44),m2,MWTSC,818,.30000001,2,,,,,1
6,(44),m2,MXZEG,849,.40000001,3,,,,,1
6,(44),m2,NDNSG,847,.1,3,,,,,
6,(44),m2,NERZB,816,.41999999,4,,,,,1
6,(44),m2,OEXJH,745,.15000001,1,,,,,1
6,(44),m2,OJYDQ,730,.40000001,6,,,,,1
6,(44),m2,OLPSA,741,.5,3,,,,,1
6,(44),m2,OPSPN,735,.059999999,1,,,,,1
6,(44),m2,OTJYA,807,.050000001,5,,,,,1
6,(44),m2,PDSGL,757,.050000001,3,,,,,1
6,(44),m2,PGVWP,749,.34,1,,,,,1
6,(44),m2,PPZPY,822,.34999999,1,,,,,
6,(44),m2,PVBVQ,773,.15000001,3,,,,,1
6,(44),m2,PWJJQ,806,.2,2,,,,,1
6,(44),m2,QCTQV,803,.050000001,2,,,,,
6,(44),m2,QRNNV,778,.2,6,,,,,1
6,(44),m2,QYBZC,763,0,3,,,,,1
6,(44),m2,RJKJF,790,.039999999,4,,,,,1
6,(44),m2,RKDZV,793,.1,2,,,,,1
6,(44),m2,RKTOH,774,.2,4,,,,,1
6,(44),m2,RQOBK,798,.1,2,,,,,
6,(44),m2,RTXTZ,738,.050000001,1,,,,,1
6,(44),m2,RZIII,728,.0099999998,3,,,,,1
6,(44),m2,SKXRF,750,.60000002,3,,,,,1
6,(44),m2,SNNRO,801,.40000001,7,,,,,1
6,(44),m2,SOOYS,766,.1,2,,,,,1
6,(44),m2,SVOWQ,802,.44999999,4,,,,,1
6,(44),m2,SXMNT,775,.89999998,5,,,,,1
6,(44),m2,TDFNU,739,.2,1,,,,,
6,(44),m2,TDLLY,808,.2,3,,,,,1
6,(44),m2,TICTG,747,.1,5,,,,,1
6,(44),m2,TLEEF,821,.30000001,2,,,,,1
6,(44),m2,TNUTC,785,.30000001,3,,,,,1
6,(44),m2,TPMTB,838,.22,1,,,,,1
6,(44),m2,TQUSO,829,.2,3,,,,,1
6,(44),m2,TVNAD,760,.40000001,4,,,,,1
6,(44),m2,TYDLF,848,.18000001,4,,,,,1
6,(44),m2,TZHAK,833,.1,3,,,,,1
6,(44),m2,UFEYS,776,.40000001,2,,,,,1
6,(44),m2,UONRK,804,.55000001,1,,,,,1
6,(44),m2,UXMBH,835,.34999999,3,,,,,1
6,(44),m2,UYSCS,797,.69999999,2,,,,,1
6,(44),m2,VBFGR,824,.40000001,2,,,,,1
6,(44),m2,VEOXL,834,.14,3,,,,,1
6,(44),m2,VHWFI,836,.60000002,4,,,,,1
6,(44),m2,VQQGL,726,.44999999,4,,,,,1
6,(44),m2,VSYYJ,843,.80000001,2,,,,,1
6,(44),m2,WEESC,729,.25,4,,,,,1
6,(44),m2,WEZFA,787,.2,4,,,,,1
6,(44),m2,WOVCG,815,.2,1,,,,,
6,(44),m2,WTOCY,809,.34999999,1,,,,,1
6,(44),m2,WUKAA,731,.40000001,1,,,,,1
6,(44),m2,XDCSW,753,.0099999998,1,,,,,1
6,(44),m2,XEPOZ,837,.5,2,,,,,1
6,(44),m2,XJMAV,733,.050000001,2,,,,,1
6,(44),m2,XMREM,830,.050000001,1,,,,,1
6,(44),m2,XPQFY,758,.050000001,7,,,,,1
6,(44),m2,YIQTI,814,.5,5,,,,,1
6,(44),m2,YJPRG,825,.69999999,1,,,,,
6,(44),m2,YKWAH,839,.55000001,1,,,,,1
6,(44),m2,YMKYG,724,.0099999998,3,,,,,1
6,(44),m2,YPCFD,795,.15000001,2,,,,,1
6,(44),m2,YQXIE,811,.40000001,3,,,,,1
6,(44),m2,YUMWF,765,.30000001,6,,,,,1
6,(44),m2,YYYQL,725,0,2,,,,,1
6,(44),m2,ZHMDL,789,.22,6,,,,,1
6,(44),m2,ZJGNP,845,.30000001,3,,,,,1
6,(44),m3,AFKFA,146,,,.1000000014901161,.2000000029802322,.699999988079071,1,1
6,(44),m3,AYJQH,156,,,.2000000029802322,.2000000029802322,.6000000238418579,2,1
6,(44),m3,BGRYT,162,,,1,0,0,5,1
6,(44),m3,BNSRX,102,,,.0500000007450581,.1000000014901161,.8500000238418579,5,
6,(44),m3,BRCTI,125,,,.1000000014901161,.2000000029802322,.699999988079071,5,1
6,(44),m3,BUTQG,68,,,.4000000059604645,.1000000014901161,.5,5,1
6,(44),m3,BXBPO,113,,,.0500000007450581,0,.949999988079071,1,1
6,(44),m3,BYUFT,122,,,.0599999986588955,.0299999993294477,.9100000262260437,5,1
6,(44),m3,CQEXW,78,,,.4000000059604645,.2000000029802322,.4000000059604645,2,
6,(44),m3,CTDTP,144,,,.0500000007450581,.1000000014901161,.8500000238418579,1,1
6,(44),m3,CTPQT,83,,,.25,.5,.25,4,1
6,(44),m3,DDLIA,157,,,.2000000029802322,.1000000014901161,.699999988079071,3,1
6,(44),m3,DMIIF,158,,,0,.0500000007450581,.949999988079071,7,1
6,(44),m3,DOPUB,62,,,0,0,1,2,1
6,(44),m3,EALGQ,101,,,.1000000014901161,.1000000014901161,.800000011920929,4,1
6,(44),m3,EXHNR,112,,,.699999988079071,.25,.0500000007450581,2,
6,(44),m3,FFVHW,153,,,.2000000029802322,.300000011920929,.5,2,1
6,(44),m3,FJTDI,126,,,.1000000014901161,.1000000014901161,.800000011920929,1,1
6,(44),m3,FOMBY,76,,,.0500000007450581,.2000000029802322,.75,4,1
6,(44),m3,FRHWQ,91,,,.2000000029802322,.2000000029802322,.6000000238418579,4,1
6,(44),m3,GCPKB,161,,,0,0,1,1,1
6,(44),m3,GFHGK,86,,,.0299999993294477,.0700000002980232,.8999999761581421,5,1
6,(44),m3,GLYRR,135,,,.300000011920929,.2000000029802322,.5,5,1
6,(44),m3,GOQTH,94,,,.300000011920929,.6000000238418579,.1000000014901161,6,1
6,(44),m3,HDWQD,115,,,.300000011920929,.300000011920929,.4000000059604645,2,1
6,(44),m3,HKTWT,151,,,0,.2000000029802322,.800000011920929,1,1
6,(44),m3,HSACH,107,,,.2000000029802322,.300000011920929,.5,1,1
6,(44),m3,HWAXH,85,,,.1500000059604645,.25,.6000000238418579,1,1
6,(44),m3,HWHKM,75,,,.4000000059604645,.2000000029802322,.4000000059604645,4,1
6,(44),m3,HXXGB,80,,,.300000011920929,.449999988079071,.25,5,1
6,(44),m3,IEZOP,73,,,.5,.4000000059604645,.1000000014901161,2,1
6,(44),m3,IKPCK,139,,,.4000000059604645,.5,.1000000014901161,2,1
6,(44),m3,IXIJM,105,,,.300000011920929,.300000011920929,.4000000059604645,1,1
6,(44),m3,JDMRD,100,,,.300000011920929,.1000000014901161,.6000000238418579,4,1
6,(44),m3,JERHM,93,,,.0500000007450581,.0500000007450581,.8999999761581421,2,1
6,(44),m3,JJWQH,127,,,.0500000007450581,.0500000007450581,.8999999761581421,7,1
6,(44),m3,KGDEO,66,,,.2000000029802322,.25,.550000011920929,4,1
6,(44),m3,KMTVC,108,,,.0799999982118607,.0199999995529652,.8999999761581421,3,1
6,(44),m3,KPQUF,67,,,.1000000014901161,.1000000014901161,.800000011920929,6,1
6,(44),m3,KXHZX,79,,,.2000000029802322,.2000000029802322,.6000000238418579,4,1
6,(44),m3,KYQVB,81,,,.300000011920929,.4000000059604645,.300000011920929,1,1
6,(44),m3,LCSDI,134,,,.0199999995529652,.0199999995529652,.9599999785423279,3,1
6,(44),m3,LJPBD,145,,,.0199999995529652,.0399999991059303,.9399999976158142,2,1
6,(44),m3,LMKYB,106,,,.300000011920929,.300000011920929,.4000000059604645,2,1
6,(44),m3,LVFGB,88,,,.300000011920929,.2000000029802322,.5,4,1
6,(44),m3,LXMYX,130,,,.300000011920929,.300000011920929,.4000000059604645,1,1
6,(44),m3,LYXBB,95,,,.1000000014901161,.1000000014901161,.800000011920929,2,1
6,(44),m3,MLVJZ,129,,,0,.1000000014901161,.8999999761581421,6,
6,(44),m3,MMOYA,87,,,0,0,1,6,1
6,(44),m3,MNRLM,120,,,.300000011920929,.300000011920929,.4000000059604645,1,
6,(44),m3,MQOED,65,,,.0500000007450581,.0500000007450581,.8999999761581421,4,1
6,(44),m3,MREFB,149,,,.300000011920929,.300000011920929,.4000000059604645,4,
6,(44),m3,MUPMA,116,,,.0500000007450581,.0500000007450581,.8999999761581421,3,1
6,(44),m3,MYWHH,110,,,.1500000059604645,.2000000029802322,.6499999761581421,1,1
6,(44),m3,NLTVU,160,,,.300000011920929,.1500000059604645,.550000011920929,3,1
6,(44),m3,NQYQN,154,,,.800000011920929,.1500000059604645,.0500000007450581,4,1
6,(44),m3,OAKPV,128,,,.6499999761581421,.1500000059604645,.2000000029802322,4,1
6,(44),m3,OCSVL,121,,,.1500000059604645,.2000000029802322,.6499999761581421,2,1
6,(44),m3,ODNWH,77,,,.2000000029802322,.300000011920929,.5,2,
6,(44),m3,OOJMX,159,,,.300000011920929,.1500000059604645,.550000011920929,3,1
6,(44),m3,OPAXV,114,,,.0500000007450581,.1500000059604645,.800000011920929,3,1
6,(44),m3,PEOLU,142,,,0,.2000000029802322,.800000011920929,1,1
6,(44),m3,PHTZT,150,,,.0500000007450581,.0500000007450581,.8999999761581421,2,1
6,(44),m3,POXNY,148,,,.2000000029802322,.1000000014901161,.699999988079071,2,1
6,(44),m3,PYBWP,71,,,0,0,1,2,1
6,(44),m3,PZCZV,96,,,.5,.3499999940395355,.1500000059604645,4,1
6,(44),m3,QECXS,117,,,.300000011920929,.2000000029802322,.5,1,1
6,(44),m3,QHNUD,143,,,.0500000007450581,.2000000029802322,.75,1,1
6,(44),m3,QKAZU,109,,,.1000000014901161,.300000011920929,.6000000238418579,4,1
6,(44),m3,QRVVY,82,,,.25,.1500000059604645,.6000000238418579,1,1
6,(44),m3,QVBAP,104,,,.0500000007450581,.0500000007450581,.8999999761581421,6,1
6,(44),m3,QXEPS,89,,,.5,.25,.25,2,1
6,(44),m3,REAVM,155,,,.300000011920929,.3899999856948853,.3100000023841858,5,1
6,(44),m3,RLFXE,124,,,.1000000014901161,.0500000007450581,.8500000238418579,6,1
6,(44),m3,RRFWI,152,,,0,0,1,5,1
6,(44),m3,RRKTM,84,,,0,0,1,3,1
6,(44),m3,RSFYN,90,,,.300000011920929,.25,.449999988079071,3,1
6,(44),m3,SIBYL,99,,,.550000011920929,.1500000059604645,.300000011920929,1,1
6,(44),m3,SLETN,132,,,.1000000014901161,.1000000014901161,.800000011920929,6,1
6,(44),m3,SLKSA,136,,,.1000000014901161,.2000000029802322,.699999988079071,6,1
6,(44),m3,SNJRM,123,,,.300000011920929,.300000011920929,.4000000059604645,7,
6,(44),m3,TPCGC,72,,,.2000000029802322,.300000011920929,.5,4,
6,(44),m3,USYLJ,92,,,.1000000014901161,.1000000014901161,.800000011920929,1,
6,(44),m3,UUYLF,164,,,.2000000029802322,.1000000014901161,.699999988079071,5,1
6,(44),m3,UWXVV,74,,,.25,.1500000059604645,.6000000238418579,3,1
6,(44),m3,VTIEK,137,,,.1000000014901161,.1000000014901161,.800000011920929,4,1
6,(44),m3,VTWWG,64,,,.1000000014901161,.2000000029802322,.699999988079071,5,1
6,(44),m3,VWIIZ,119,,,.1000000014901161,.1000000014901161,.800000011920929,3,
6,(44),m3,VWQJN,98,,,.0500000007450581,.0500000007450581,.8999999761581421,2,1
6,(44),m3,VWTHZ,118,,,.1000000014901161,.1500000059604645,.75,1,1
6,(44),m3,WOZHY,141,,,.0500000007450581,.0500000007450581,.8999999761581421,5,1
6,(44),m3,WSKMW,69,,,.800000011920929,.2000000029802322,0,2,1
6,(44),m3,WTZSC,131,,,.300000011920929,.300000011920929,.4000000059604645,1,
6,(44),m3,WVBUA,147,,,.1000000014901161,.2000000029802322,.699999988079071,6,1
6,(44),m3,XCRTP,133,,,.1000000014901161,.300000011920929,.6000000238418579,1,1
6,(44),m3,XYJIX,140,,,.1000000014901161,.300000011920929,.6000000238418579,1,1
6,(44),m3,YEXRD,138,,,.1000000014901161,.2000000029802322,.699999988079071,3,1
6,(44),m3,YGDVU,103,,,.6000000238418579,.3499999940395355,.0500000007450581,5,1
6,(44),m3,YHEMK,70,,,.2000000029802322,.300000011920929,.5,2,1
6,(44),m3,YHGBZ,163,,,.300000011920929,.300000011920929,.4000000059604645,5,1
6,(44),m3,YIPBA,97,,,.0500000007450581,.1500000059604645,.800000011920929,2,1
6,(44),m3,YSSFZ,111,,,.5,.2000000029802322,.300000011920929,4,1
6,(44),m3,ZCZJN,61,,,.1000000014901161,.2000000029802322,.699999988079071,4,1
6,(44),m3,ZDOYC,63,,,.2000000029802322,.2000000029802322,.6000000238418579,1,1
7,(45),m2,AGNPX,761,.64999998,1,,,,,1
7,(45),m2,AIRBM,850,.80000001,1,,,,,1
7,(45),m2,ARLEI,770,.60000002,1,,,,,1
7,(45),m2,BBECX,840,.80000001,4,,,,,1
7,(45),m2,BHPTI,844,.88999999,6,,,,,1
7,(45),m2,BIYDE,794,.75,1,,,,,1
7,(45),m2,BKCFP,827,.40000001,3,,,,,1
7,(45),m2,BNPKB,779,.89999998,5,,,,,1
7,(45),m2,BZRFC,826,.89999998,6,,,,,1
7,(45),m2,CHIBT,784,.050000001,4,,,,,1
7,(45),m2,CHJWI,762,.60000002,5,,,,,1
7,(45),m2,COGEW,742,.2,6,,,,,
7,(45),m2,CUCGB,781,.77999997,5,,,,,1
7,(45),m2,CYLLX,780,.80000001,5,,,,,1
7,(45),m2,CYWGM,744,.80000001,2,,,,,1
7,(45),m2,DBEOL,768,.69999999,2,,,,,
7,(45),m2,DCRKI,832,.89999998,5,,,,,1
7,(45),m2,DLIYI,842,.64999998,2,,,,,1
7,(45),m2,DOPFI,746,.80000001,3,,,,,
7,(45),m2,DPJYN,759,.5,1,,,,,1
7,(45),m2,DRIUI,788,.38999999,1,,,,,1
7,(45),m2,DSMMR,748,.85000002,4,,,,,1
7,(45),m2,DUYEG,786,.80000001,6,,,,,1
7,(45),m2,EDRGS,782,.89999998,1,,,,,1
7,(45),m2,EFVYH,764,.80000001,5,,,,,1
7,(45),m2,EMHKN,736,.5,1,,,,,1
7,(45),m2,FDEEF,740,.30000001,2,,,,,1
7,(45),m2,FGOQM,783,.40000001,2,,,,,1
7,(45),m2,FTHMZ,743,.99000001,3,,,,,1
7,(45),m2,FZDWW,796,.75,4,,,,,1
7,(45),m2,FZMNK,841,.89999998,6,,,,,1
7,(45),m2,GLFJZ,754,.89999998,3,,,,,1
7,(45),m2,GZRWQ,819,1,5,,,,,1
7,(45),m2,HARNQ,727,.80000001,6,,,,,1
7,(45),m2,HBEWR,752,.89999998,2,,,,,
7,(45),m2,HBQXZ,851,.80000001,2,,,,,1
7,(45),m2,HEJKB,812,.60000002,4,,,,,1
7,(45),m2,HFNSC,737,.64999998,2,,,,,1
7,(45),m2,HJBDQ,799,.22,3,,,,,1
7,(45),m2,HJEZS,810,.75,2,,,,,1
7,(45),m2,IBCCH,777,.80000001,5,,,,,1
7,(45),m2,ITXLG,755,.82999998,5,,,,,1
7,(45),m2,IXRCJ,805,.89999998,6,,,,,1
7,(45),m2,JAYYJ,734,.75,3,,,,,1
7,(45),m2,JDVOM,756,.80000001,5,,,,,1
7,(45),m2,JFFDX,820,.85000002,2,,,,,1
7,(45),m2,JJAGL,800,.89999998,2,,,,,1
7,(45),m2,JUSNB,817,.30000001,2,,,,,1
7,(45),m2,JVWRC,831,.60000002,4,,,,,1
7,(45),m2,JXCTF,751,.2,4,,,,,1
7,(45),m2,KBPUC,767,.69999999,3,,,,,1
7,(45),m2,KCPRJ,813,.89999998,5,,,,,1
7,(45),m2,KIYTT,772,.80000001,2,,,,,1
7,(45),m2,KRWHP,732,.40000001,4,,,,,
7,(45),m2,KSQVW,769,.69999999,5,,,,,1
7,(45),m2,LFMEQ,823,.69999999,1,,,,,
7,(45),m2,LYFOV,828,.69999999,6,,,,,1
7,(45),m2,MHKGW,771,.89999998,3,,,,,1
7,(45),m2,MLXQY,791,.25,1,,,,,1
7,(45),m2,MPQVV,846,.55000001,3,,,,,1
7,(45),m2,MWDSM,792,.80000001,3,,,,,1
7,(45),m2,MWTSC,818,.75,2,,,,,1
7,(45),m2,MXZEG,849,.80000001,5,,,,,1
7,(45),m2,NDNSG,847,.80000001,2,,,,,
7,(45),m2,NERZB,816,.86000001,5,,,,,1
7,(45),m2,OEXJH,745,.60000002,4,,,,,1
7,(45),m2,OJYDQ,730,.40000001,3,,,,,1
7,(45),m2,OLPSA,741,.85000002,6,,,,,1
7,(45),m2,OPSPN,735,.69999999,6,,,,,1
7,(45),m2,OTJYA,807,.5,3,,,,,1
7,(45),m2,PDSGL,757,.5,1,,,,,1
7,(45),m2,PGVWP,749,.57999998,1,,,,,1
7,(45),m2,PPZPY,822,.75,4,,,,,
7,(45),m2,PVBVQ,773,.69999999,3,,,,,1
7,(45),m2,PWJJQ,806,.85000002,5,,,,,1
7,(45),m2,QCTQV,803,.75,2,,,,,
7,(45),m2,QRNNV,778,.89999998,6,,,,,1
7,(45),m2,QYBZC,763,.30000001,3,,,,,1
7,(45),m2,RJKJF,790,.81,2,,,,,1
7,(45),m2,RKDZV,793,.57999998,1,,,,,1
7,(45),m2,RKTOH,774,.80000001,5,,,,,1
7,(45),m2,RQOBK,798,.89999998,3,,,,,
7,(45),m2,RTXTZ,738,.60000002,1,,,,,1
7,(45),m2,RZIII,728,.75,6,,,,,1
7,(45),m2,SKXRF,750,.94999999,5,,,,,1
7,(45),m2,SNNRO,801,.75,3,,,,,1
7,(45),m2,SOOYS,766,.89999998,4,,,,,1
7,(45),m2,SVOWQ,802,.75,5,,,,,1
7,(45),m2,SXMNT,775,.94999999,6,,,,,1
7,(45),m2,TDFNU,739,.85000002,3,,,,,
7,(45),m2,TDLLY,808,.69999999,5,,,,,1
7,(45),m2,TICTG,747,.69999999,4,,,,,1
7,(45),m2,TLEEF,821,.80000001,5,,,,,1
7,(45),m2,TNUTC,785,.40000001,3,,,,,1
7,(45),m2,TPMTB,838,.67000002,1,,,,,1
7,(45),m2,TQUSO,829,.89999998,7,,,,,1
7,(45),m2,TVNAD,760,.89999998,2,,,,,1
7,(45),m2,TYDLF,848,.76999998,3,,,,,1
7,(45),m2,TZHAK,833,.69999999,1,,,,,1
7,(45),m2,UFEYS,776,.44999999,4,,,,,1
7,(45),m2,UONRK,804,.64999998,3,,,,,1
7,(45),m2,UXMBH,835,.75,3,,,,,1
7,(45),m2,UYSCS,797,.88999999,4,,,,,1
7,(45),m2,VBFGR,824,.67000002,5,,,,,1
7,(45),m2,VEOXL,834,.89999998,7,,,,,1
7,(45),m2,VHWFI,836,.80000001,5,,,,,1
7,(45),m2,VQQGL,726,.60000002,5,,,,,1
7,(45),m2,VSYYJ,843,.75,3,,,,,1
7,(45),m2,WEESC,729,.64999998,5,,,,,1
7,(45),m2,WEZFA,787,.60000002,3,,,,,1
7,(45),m2,WOVCG,815,.80000001,1,,,,,
7,(45),m2,WTOCY,809,.85000002,1,,,,,1
7,(45),m2,WUKAA,731,.80000001,1,,,,,1
7,(45),m2,XDCSW,753,.050000001,1,,,,,1
7,(45),m2,XEPOZ,837,.89999998,2,,,,,1
7,(45),m2,XJMAV,733,.80000001,2,,,,,1
7,(45),m2,XMREM,830,1,1,,,,,1
7,(45),m2,XPQFY,758,.80000001,4,,,,,1
7,(45),m2,YIQTI,814,.89999998,3,,,,,1
7,(45),m2,YJPRG,825,.89999998,3,,,,,
7,(45),m2,YKWAH,839,.89999998,5,,,,,1
7,(45),m2,YMKYG,724,.30000001,2,,,,,1
7,(45),m2,YPCFD,795,.64999998,2,,,,,1
7,(45),m2,YQXIE,811,.89999998,2,,,,,1
7,(45),m2,YUMWF,765,.80000001,5,,,,,1
7,(45),m2,YYYQL,725,.89999998,6,,,,,1
7,(45),m2,ZHMDL,789,.30000001,4,,,,,1
7,(45),m2,ZJGNP,845,.55000001,2,,,,,1
7,(45),m3,AFKFA,146,,,.4000000059604645,.4000000059604645,.2000000029802322,5,1
7,(45),m3,AYJQH,156,,,.8999999761581421,.0500000007450581,.0500000007450581,6,1
7,(45),m3,BGRYT,162,,,1,0,0,5,1
7,(45),m3,BNSRX,102,,,.5,.1500000059604645,.3499999940395355,3,
7,(45),m3,BRCTI,125,,,.2000000029802322,.4000000059604645,.4000000059604645,4,1
7,(45),m3,BUTQG,68,,,.8999999761581421,.0500000007450581,.0500000007450581,2,1
7,(45),m3,BXBPO,113,,,.4000000059604645,.2000000029802322,.4000000059604645,3,1
7,(45),m3,BYUFT,122,,,.9200000166893005,.0299999993294477,.0500000007450581,6,1
7,(45),m3,CQEXW,78,,,.699999988079071,.2000000029802322,.1000000014901161,4,
7,(45),m3,CTDTP,144,,,.300000011920929,.300000011920929,.4000000059604645,1,1
7,(45),m3,CTPQT,83,,,.4000000059604645,.4000000059604645,.2000000029802322,3,1
7,(45),m3,DDLIA,157,,,.6000000238418579,.300000011920929,.1000000014901161,4,1
7,(45),m3,DMIIF,158,,,.8999999761581421,.0799999982118607,.0199999995529652,3,1
7,(45),m3,DOPUB,62,,,.1000000014901161,.2000000029802322,.699999988079071,2,1
7,(45),m3,EALGQ,101,,,.75,.1500000059604645,.1000000014901161,3,1
7,(45),m3,EXHNR,112,,,.449999988079071,.5,.0500000007450581,1,
7,(45),m3,FFVHW,153,,,.800000011920929,.1000000014901161,.1000000014901161,2,1
7,(45),m3,FJTDI,126,,,.800000011920929,.1000000014901161,.1000000014901161,4,1
7,(45),m3,FOMBY,76,,,.2000000029802322,.300000011920929,.5,3,1
7,(45),m3,FRHWQ,91,,,.6000000238418579,.25,.1500000059604645,3,1
7,(45),m3,GCPKB,161,,,.300000011920929,.4000000059604645,.300000011920929,1,1
