study,sref,treatment,pid,uid,m2_b,m2_c,m3_b1,m3_b2,m3_b3,m3_c,active
7,(45),m3,GFHGK,86,,,.1500000059604645,.5,.3499999940395355,2,1
7,(45),m3,GLYRR,135,,,.5,.300000011920929,.2000000029802322,5,1
7,(45),m3,GOQTH,94,,,.2000000029802322,.5,.300000011920929,2,1
7,(45),m3,HDWQD,115,,,.949999988079071,.0399999991059303,.0099999997764826,5,1
7,(45),m3,HKTWT,151,,,.4000000059604645,.4000000059604645,.2000000029802322,2,1
7,(45),m3,HSACH,107,,,.4000000059604645,.5,.1000000014901161,5,1
7,(45),m3,HWAXH,85,,,.25,.449999988079071,.300000011920929,1,1
7,(45),m3,HWHKM,75,,,.699999988079071,.2000000029802322,.1000000014901161,3,1
7,(45),m3,HXXGB,80,,,.8999999761581421,.0900000035762787,.0099999997764826,2,1
7,(45),m3,IEZOP,73,,,.800000011920929,.2000000029802322,0,5,1
7,(45),m3,IKPCK,139,,,.5,.5,0,2,1
7,(45),m3,IXIJM,105,,,0,.800000011920929,.2000000029802322,1,1
7,(45),m3,JDMRD,100,,,.5,.1000000014901161,.4000000059604645,4,1
7,(45),m3,JERHM,93,,,.5,.3499999940395355,.1500000059604645,1,1
7,(45),m3,JJWQH,127,,,.6000000238418579,.25,.1500000059604645,3,1
7,(45),m3,KGDEO,66,,,.300000011920929,.4000000059604645,.300000011920929,4,1
7,(45),m3,KMTVC,108,,,.6000000238418579,.2000000029802322,.2000000029802322,5,1
7,(45),m3,KPQUF,67,,,.699999988079071,.2000000029802322,.1000000014901161,2,1
7,(45),m3,KXHZX,79,,,.4000000059604645,.4000000059604645,.2000000029802322,5,1
7,(45),m3,KYQVB,81,,,.6000000238418579,.300000011920929,.1000000014901161,4,1
7,(45),m3,LCSDI,134,,,.3499999940395355,.25,.4000000059604645,2,1
7,(45),m3,LJPBD,145,,,.1000000014901161,.2000000029802322,.699999988079071,1,1
7,(45),m3,LMKYB,106,,,.6000000238418579,.4000000059604645,0,3,1
7,(45),m3,LVFGB,88,,,.699999988079071,.300000011920929,0,1,1
7,(45),m3,LXMYX,130,,,.800000011920929,.1000000014901161,.1000000014901161,5,1
7,(45),m3,LYXBB,95,,,.2000000029802322,.2000000029802322,.6000000238418579,1,1
7,(45),m3,MLVJZ,129,,,.8999999761581421,.1000000014901161,0,5,
7,(45),m3,MMOYA,87,,,.75,.2000000029802322,.0500000007450581,2,1
7,(45),m3,MNRLM,120,,,.300000011920929,.300000011920929,.4000000059604645,3,
7,(45),m3,MQOED,65,,,.4000000059604645,.4000000059604645,.2000000029802322,5,1
7,(45),m3,MREFB,149,,,.699999988079071,.2000000029802322,.1000000014901161,5,
7,(45),m3,MUPMA,116,,,.5,.25,.25,2,1
7,(45),m3,MYWHH,110,,,.2000000029802322,.4000000059604645,.4000000059604645,2,1
7,(45),m3,NLTVU,160,,,.4000000059604645,.4000000059604645,.2000000029802322,5,1
7,(45),m3,NQYQN,154,,,.800000011920929,.1500000059604645,.0500000007450581,4,1
7,(45),m3,OAKPV,128,,,.699999988079071,.2000000029802322,.1000000014901161,4,1
7,(45),m3,OCSVL,121,,,.300000011920929,.4000000059604645,.300000011920929,6,1
7,(45),m3,ODNWH,77,,,.4000000059604645,.550000011920929,.0500000007450581,2,
7,(45),m3,OOJMX,159,,,.8999999761581421,.0700000002980232,.0299999993294477,4,1
7,(45),m3,OPAXV,114,,,.8999999761581421,.1000000014901161,0,3,1
7,(45),m3,PEOLU,142,,,.5,.300000011920929,.2000000029802322,1,1
7,(45),m3,PHTZT,150,,,.8500000238418579,.1000000014901161,.0500000007450581,2,1
7,(45),m3,POXNY,148,,,.6000000238418579,.2000000029802322,.2000000029802322,2,1
7,(45),m3,PYBWP,71,,,.9599999785423279,.0299999993294477,.0099999997764826,2,1
7,(45),m3,PZCZV,96,,,.449999988079071,.449999988079071,.1000000014901161,5,1
7,(45),m3,QECXS,117,,,.8999999761581421,.0500000007450581,.0500000007450581,1,1
7,(45),m3,QHNUD,143,,,.8999999761581421,.0900000035762787,.0099999997764826,1,1
7,(45),m3,QKAZU,109,,,.4000000059604645,.300000011920929,.300000011920929,5,1
7,(45),m3,QRVVY,82,,,.6000000238418579,.2000000029802322,.2000000029802322,4,1
7,(45),m3,QVBAP,104,,,.5,.4000000059604645,.1000000014901161,2,1
7,(45),m3,QXEPS,89,,,.699999988079071,.25,.0500000007450581,5,1
7,(45),m3,REAVM,155,,,.7300000190734863,.1700000017881393,.1000000014901161,4,1
7,(45),m3,RLFXE,124,,,.8999999761581421,.0500000007450581,.0500000007450581,3,1
7,(45),m3,RRFWI,152,,,.4000000059604645,.4000000059604645,.2000000029802322,4,1
7,(45),m3,RRKTM,84,,,.300000011920929,.4000000059604645,.300000011920929,1,1
7,(45),m3,RSFYN,90,,,.5,.25,.25,3,1
7,(45),m3,SIBYL,99,,,.6499999761581421,.1500000059604645,.2000000029802322,1,1
7,(45),m3,SLETN,132,,,.300000011920929,.2000000029802322,.5,4,1
7,(45),m3,SLKSA,136,,,.300000011920929,.4000000059604645,.300000011920929,1,1
7,(45),m3,SNJRM,123,,,.1000000014901161,.1000000014901161,.800000011920929,2,
7,(45),m3,TPCGC,72,,,.300000011920929,.4000000059604645,.300000011920929,4,
7,(45),m3,USYLJ,92,,,.699999988079071,.2899999916553497,.0099999997764826,3,
7,(45),m3,UUYLF,164,,,.6499999761581421,.2000000029802322,.1500000059604645,4,1
7,(45),m3,UWXVV,74,,,.75,.1500000059604645,.1000000014901161,2,1
7,(45),m3,VTIEK,137,,,.2000000029802322,.4000000059604645,.4000000059604645,3,1
7,(45),m3,VTWWG,64,,,.5,.449999988079071,.0500000007450581,6,1
7,(45),m3,VWIIZ,119,,,.2000000029802322,.2000000029802322,.6000000238418579,4,
7,(45),m3,VWQJN,98,,,.0500000007450581,.0500000007450581,.8999999761581421,7,1
7,(45),m3,VWTHZ,118,,,.1000000014901161,.3499999940395355,.550000011920929,1,1
7,(45),m3,WOZHY,141,,,.800000011920929,.1000000014901161,.1000000014901161,5,1
7,(45),m3,WSKMW,69,,,.699999988079071,.2000000029802322,.1000000014901161,3,1
7,(45),m3,WTZSC,131,,,.300000011920929,.300000011920929,.4000000059604645,1,
7,(45),m3,WVBUA,147,,,.300000011920929,.2000000029802322,.5,4,1
7,(45),m3,XCRTP,133,,,.300000011920929,.4000000059604645,.300000011920929,4,1
7,(45),m3,XYJIX,140,,,.8999999761581421,.0500000007450581,.0500000007450581,6,1
7,(45),m3,YEXRD,138,,,.5,.2000000029802322,.300000011920929,3,1
7,(45),m3,YGDVU,103,,,.75,.1500000059604645,.1000000014901161,5,1
7,(45),m3,YHEMK,70,,,.4000000059604645,.300000011920929,.300000011920929,2,1
7,(45),m3,YHGBZ,163,,,.8999999761581421,.1000000014901161,0,3,1
7,(45),m3,YIPBA,97,,,.4000000059604645,.3499999940395355,.25,3,1
7,(45),m3,YSSFZ,111,,,.699999988079071,.25,.0500000007450581,7,1
7,(45),m3,ZCZJN,61,,,.4000000059604645,.4000000059604645,.2000000029802322,4,1
7,(45),m3,ZDOYC,63,,,.300000011920929,.4000000059604645,.300000011920929,2,1
8,(37),m2,AGNPX,761,.5,2,,,,,1
8,(37),m2,AIRBM,850,.80000001,1,,,,,1
8,(37),m2,ARLEI,770,.69999999,1,,,,,1
8,(37),m2,BBECX,840,.050000001,2,,,,,1
8,(37),m2,BHPTI,844,.89999998,1,,,,,1
8,(37),m2,BIYDE,794,.89999998,1,,,,,1
8,(37),m2,BKCFP,827,.88,3,,,,,1
8,(37),m2,BNPKB,779,.89999998,3,,,,,1
8,(37),m2,BZRFC,826,.5,2,,,,,1
8,(37),m2,CHIBT,784,.0099999998,4,,,,,1
8,(37),m2,CHJWI,762,.99000001,1,,,,,1
8,(37),m2,COGEW,742,.80000001,3,,,,,
8,(37),m2,CUCGB,781,.85000002,3,,,,,1
8,(37),m2,CYLLX,780,.80000001,6,,,,,1
8,(37),m2,CYWGM,744,.85000002,4,,,,,1
8,(37),m2,DBEOL,768,.80000001,1,,,,,
8,(37),m2,DCRKI,832,.89999998,6,,,,,1
8,(37),m2,DLIYI,842,.75,2,,,,,1
8,(37),m2,DOPFI,746,.5,1,,,,,
8,(37),m2,DPJYN,759,.99000001,2,,,,,1
8,(37),m2,DRIUI,788,.5,1,,,,,1
8,(37),m2,DSMMR,748,.89999998,4,,,,,1
8,(37),m2,DUYEG,786,.94999999,7,,,,,1
8,(37),m2,EDRGS,782,.89999998,5,,,,,1
8,(37),m2,EFVYH,764,.75,4,,,,,1
8,(37),m2,EMHKN,736,.5,1,,,,,1
8,(37),m2,FDEEF,740,.89999998,4,,,,,1
8,(37),m2,FGOQM,783,.85000002,2,,,,,1
8,(37),m2,FTHMZ,743,.99000001,5,,,,,1
8,(37),m2,FZDWW,796,.94999999,2,,,,,1
8,(37),m2,FZMNK,841,.75,5,,,,,1
8,(37),m2,GLFJZ,754,.89999998,2,,,,,1
8,(37),m2,GZRWQ,819,.1,3,,,,,1
8,(37),m2,HARNQ,727,.30000001,3,,,,,1
8,(37),m2,HBEWR,752,.30000001,1,,,,,
8,(37),m2,HBQXZ,851,.5,2,,,,,1
8,(37),m2,HEJKB,812,.89999998,6,,,,,1
8,(37),m2,HFNSC,737,.75,2,,,,,1
8,(37),m2,HJBDQ,799,.81999999,2,,,,,1
8,(37),m2,HJEZS,810,.69999999,3,,,,,1
8,(37),m2,IBCCH,777,.75,4,,,,,1
8,(37),m2,ITXLG,755,.85000002,5,,,,,1
8,(37),m2,IXRCJ,805,.5,3,,,,,1
8,(37),m2,JAYYJ,734,.34999999,3,,,,,1
8,(37),m2,JDVOM,756,1,2,,,,,1
8,(37),m2,JFFDX,820,.5,1,,,,,1
8,(37),m2,JJAGL,800,.67000002,1,,,,,1
8,(37),m2,JUSNB,817,.94999999,3,,,,,1
8,(37),m2,JVWRC,831,0,5,,,,,1
8,(37),m2,JXCTF,751,.64999998,3,,,,,1
8,(37),m2,KBPUC,767,.30000001,3,,,,,1
8,(37),m2,KCPRJ,813,.89999998,4,,,,,1
8,(37),m2,KIYTT,772,.80000001,5,,,,,1
8,(37),m2,KRWHP,732,.2,4,,,,,
8,(37),m2,KSQVW,769,.34999999,2,,,,,1
8,(37),m2,LFMEQ,823,.30000001,2,,,,,
8,(37),m2,LYFOV,828,.89999998,6,,,,,1
8,(37),m2,MHKGW,771,.89999998,2,,,,,1
8,(37),m2,MLXQY,791,.5,1,,,,,1
8,(37),m2,MPQVV,846,.30000001,3,,,,,1
8,(37),m2,MWDSM,792,.89999998,5,,,,,1
8,(37),m2,MWTSC,818,.75,2,,,,,1
8,(37),m2,MXZEG,849,.80000001,5,,,,,1
8,(37),m2,NDNSG,847,.25,1,,,,,
8,(37),m2,NERZB,816,.69999999,2,,,,,1
8,(37),m2,OEXJH,745,.40000001,1,,,,,1
8,(37),m2,OJYDQ,730,.69999999,4,,,,,1
8,(37),m2,OLPSA,741,.80000001,4,,,,,1
8,(37),m2,OPSPN,735,.44999999,2,,,,,1
8,(37),m2,OTJYA,807,.89999998,3,,,,,1
8,(37),m2,PDSGL,757,.80000001,1,,,,,1
8,(37),m2,PGVWP,749,.050000001,1,,,,,1
8,(37),m2,PPZPY,822,.89999998,5,,,,,
8,(37),m2,PVBVQ,773,.5,3,,,,,1
8,(37),m2,PWJJQ,806,.99000001,4,,,,,1
8,(37),m2,QCTQV,803,.2,2,,,,,
8,(37),m2,QRNNV,778,.89999998,2,,,,,1
8,(37),m2,QYBZC,763,.60000002,2,,,,,1
8,(37),m2,RJKJF,790,.92000002,2,,,,,1
8,(37),m2,RKDZV,793,.67000002,1,,,,,1
8,(37),m2,RKTOH,774,.85000002,4,,,,,1
8,(37),m2,RQOBK,798,.30000001,2,,,,,
8,(37),m2,RTXTZ,738,.80000001,1,,,,,1
8,(37),m2,RZIII,728,.55000001,3,,,,,1
8,(37),m2,SKXRF,750,.94999999,4,,,,,1
8,(37),m2,SNNRO,801,.80000001,3,,,,,1
8,(37),m2,SOOYS,766,1,5,,,,,1
8,(37),m2,SVOWQ,802,.89999998,5,,,,,1
8,(37),m2,SXMNT,775,.89999998,1,,,,,1
8,(37),m2,TDFNU,739,.80000001,4,,,,,
8,(37),m2,TDLLY,808,.5,4,,,,,1
8,(37),m2,TICTG,747,.80000001,4,,,,,1
8,(37),m2,TLEEF,821,.85000002,4,,,,,1
8,(37),m2,TNUTC,785,.2,2,,,,,1
8,(37),m2,TPMTB,838,.54000002,1,,,,,1
8,(37),m2,TQUSO,829,.80000001,7,,,,,1
8,(37),m2,TVNAD,760,.89999998,2,,,,,1
8,(37),m2,TYDLF,848,.69999999,2,,,,,1
8,(37),m2,TZHAK,833,.60000002,1,,,,,1
8,(37),m2,UFEYS,776,.5,4,,,,,1
8,(37),m2,UONRK,804,.80000001,7,,,,,1
8,(37),m2,UXMBH,835,.80000001,3,,,,,1
8,(37),m2,UYSCS,797,.88,3,,,,,1
8,(37),m2,VBFGR,824,.66000003,6,,,,,1
8,(37),m2,VEOXL,834,.86000001,6,,,,,1
8,(37),m2,VHWFI,836,.89999998,5,,,,,1
8,(37),m2,VQQGL,726,.69999999,7,,,,,1
8,(37),m2,VSYYJ,843,.80000001,4,,,,,1
8,(37),m2,WEESC,729,.85000002,5,,,,,1
8,(37),m2,WEZFA,787,.69999999,4,,,,,1
8,(37),m2,WOVCG,815,.69999999,1,,,,,
8,(37),m2,WTOCY,809,.80000001,1,,,,,1
8,(37),m2,WUKAA,731,.80000001,1,,,,,1
8,(37),m2,XDCSW,753,.5,1,,,,,1
8,(37),m2,XEPOZ,837,.89999998,2,,,,,1
8,(37),m2,XJMAV,733,.89999998,1,,,,,1
8,(37),m2,XMREM,830,1,1,,,,,1
8,(37),m2,XPQFY,758,.80000001,7,,,,,1
8,(37),m2,YIQTI,814,.69999999,4,,,,,1
8,(37),m2,YJPRG,825,.89999998,4,,,,,
8,(37),m2,YKWAH,839,.69999999,2,,,,,1
8,(37),m2,YMKYG,724,.60000002,1,,,,,1
8,(37),m2,YPCFD,795,.0099999998,1,,,,,1
8,(37),m2,YQXIE,811,.69999999,2,,,,,1
8,(37),m2,YUMWF,765,.80000001,4,,,,,1
8,(37),m2,YYYQL,725,0,1,,,,,1
8,(37),m2,ZHMDL,789,.15000001,5,,,,,1
8,(37),m2,ZJGNP,845,.44999999,2,,,,,1
8,(37),m3,AFKFA,146,,,.5,.1,.4,6,1
8,(37),m3,AYJQH,156,,,.8999999761581421,.05,.05,5,1
8,(37),m3,BGRYT,162,,,1,,0,6,1
8,(37),m3,BNSRX,102,,,.0500000007450581,.1,.85,1,
8,(37),m3,BRCTI,125,,,.5,.5,0,5,1
8,(37),m3,BUTQG,68,,,.8999999761581421,.05,.05,1,1
8,(37),m3,BXBPO,113,,,.6000000238418579,.3,.1,3,1
8,(37),m3,BYUFT,122,,,.8600000143051148,.08,.06,5,1
8,(37),m3,CQEXW,78,,,.4000000059604645,.3,.3,2,
8,(37),m3,CTDTP,144,,,.300000011920929,.5,.2,1,1
8,(37),m3,CTPQT,83,,,.4000000059604645,.4,.2,5,1
8,(37),m3,DDLIA,157,,,.75,.15,.1,3,1
8,(37),m3,DMIIF,158,,,.0500000007450581,.1,.85,2,1
8,(37),m3,DOPUB,62,,,.4000000059604645,.5,.1,2,1
8,(37),m3,EALGQ,101,,,.800000011920929,.1,.1,4,1
8,(37),m3,EXHNR,112,,,.699999988079071,.25,.05,2,
8,(37),m3,FFVHW,153,,,.1000000014901161,.1,.8,1,1
8,(37),m3,FJTDI,126,,,.6000000238418579,.2,.2,3,1
8,(37),m3,FOMBY,76,,,.300000011920929,.4,.3,2,1
8,(37),m3,FRHWQ,91,,,.949999988079071,.05,0,7,1
8,(37),m3,GCPKB,161,,,0,0,1,1,1
8,(37),m3,GFHGK,86,,,.25,.5,.25,2,1
8,(37),m3,GLYRR,135,,,.1000000014901161,.2,.7,3,1
8,(37),m3,GOQTH,94,,,.6000000238418579,.2,.2,1,1
8,(37),m3,HDWQD,115,,,.949999988079071,.04,.01,3,1
8,(37),m3,HKTWT,151,,,.699999988079071,.2,.1,5,1
8,(37),m3,HSACH,107,,,.1000000014901161,.3,.6,6,1
8,(37),m3,HWAXH,85,,,.2000000029802322,.7,.1,1,1
8,(37),m3,HWHKM,75,,,.300000011920929,.6,.1,4,1
8,(37),m3,HXXGB,80,,,.8500000238418579,.05,.1,3,1
8,(37),m3,IEZOP,73,,,.8999999761581421,.1,0,4,1
8,(37),m3,IKPCK,139,,,.2000000029802322,.4,.4,2,1
8,(37),m3,IXIJM,105,,,.300000011920929,.6,.1,1,1
8,(37),m3,JDMRD,100,,,.6000000238418579,.3,.1,1,1
8,(37),m3,JERHM,93,,,.6000000238418579,.25,.15,1,1
8,(37),m3,JJWQH,127,,,.1000000014901161,.3,.6,2,1
8,(37),m3,KGDEO,66,,,.300000011920929,.4,.3,2,1
8,(37),m3,KMTVC,108,,,.1000000014901161,.2,.7,3,1
8,(37),m3,KPQUF,67,,,.8999999761581421,.1,0,1,1
8,(37),m3,KXHZX,79,,,.4000000059604645,.4,.2,2,1
8,(37),m3,KYQVB,81,,,.8999999761581421,.08,.02,3,1
8,(37),m3,LCSDI,134,,,.6000000238418579,.3,.1,2,1
8,(37),m3,LJPBD,145,,,.300000011920929,.5,.2,2,1
8,(37),m3,LMKYB,106,,,1,0,0,5,1
8,(37),m3,LVFGB,88,,,.300000011920929,.69,.01,2,1
8,(37),m3,LXMYX,130,,,.800000011920929,.1,.1,6,1
8,(37),m3,LYXBB,95,,,.4000000059604645,.4,.2,1,1
8,(37),m3,MLVJZ,129,,,.6000000238418579,.2,.2,2,
8,(37),m3,MMOYA,87,,,.75,.2,.05,2,1
8,(37),m3,MNRLM,120,,,.800000011920929,.15,.05,2,
8,(37),m3,MQOED,65,,,.0500000007450581,.05,.9,5,1
8,(37),m3,MREFB,149,,,.6000000238418579,.2,.2,3,
8,(37),m3,MUPMA,116,,,.800000011920929,.15,.05,2,1
8,(37),m3,MYWHH,110,,,.2000000029802322,.6,.2,2,1
8,(37),m3,NLTVU,160,,,.4000000059604645,.2,.4,4,1
8,(37),m3,NQYQN,154,,,.800000011920929,.15,.05,6,1
8,(37),m3,OAKPV,128,,,.8999999761581421,.05,.05,3,1
8,(37),m3,OCSVL,121,,,.1500000059604645,.3,.55,3,1
8,(37),m3,ODNWH,77,,,.300000011920929,.5,.2,1,
8,(37),m3,OOJMX,159,,,.75,.2,.05,2,1
8,(37),m3,OPAXV,114,,,.1000000014901161,.8,.1,5,1
8,(37),m3,PEOLU,142,,,.300000011920929,.2,.5,2,1
8,(37),m3,PHTZT,150,,,.8500000238418579,.1,.05,2,1
8,(37),m3,POXNY,148,,,.6000000238418579,.1,.3,4,1
8,(37),m3,PYBWP,71,,,.2000000029802322,.3,.5,3,1
8,(37),m3,PZCZV,96,,,.8999999761581421,.1,0,6,1
8,(37),m3,QECXS,117,,,.949999988079071,.05,0,1,1
8,(37),m3,QHNUD,143,,,.8999999761581421,.08,.02,1,1
8,(37),m3,QKAZU,109,,,.2000000029802322,.4,.4,4,1
8,(37),m3,QRVVY,82,,,.5,.3,.2,3,1
8,(37),m3,QVBAP,104,,,.449999988079071,.45,.1,1,1
8,(37),m3,QXEPS,89,,,.800000011920929,.12,.08,3,1
8,(37),m3,REAVM,155,,,.8100000023841858,.11,.08,3,1
8,(37),m3,RLFXE,124,,,1,0,0,2,1
8,(37),m3,RRFWI,152,,,.25,.4,.35,1,1
8,(37),m3,RRKTM,84,,,0,.5,.5,2,1
8,(37),m3,RSFYN,90,,,.300000011920929,.4,.3,2,1
8,(37),m3,SIBYL,99,,,.6000000238418579,.15,.25,2,1
8,(37),m3,SLETN,132,,,.800000011920929,.15,.05,2,1
8,(37),m3,SLKSA,136,,,.4000000059604645,.55,.05,1,1
8,(37),m3,SNJRM,123,,,.1000000014901161,.2,.7,2,
8,(37),m3,TPCGC,72,,,.1000000014901161,.1,.8,1,
8,(37),m3,USYLJ,92,,,.75,.25,0,2,
8,(37),m3,UUYLF,164,,,.75,.15,.1,5,1
8,(37),m3,UWXVV,74,,,.300000011920929,.5,.2,2,1
8,(37),m3,VTIEK,137,,,.4000000059604645,.4,.2,1,1
8,(37),m3,VTWWG,64,,,.6000000238418579,.3,.1,2,1
8,(37),m3,VWIIZ,119,,,.6000000238418579,.3,.1,4,
8,(37),m3,VWQJN,98,,,.4000000059604645,.4,.2,2,1
8,(37),m3,VWTHZ,118,,,.8999999761581421,.05,.05,1,1
8,(37),m3,WOZHY,141,,,.300000011920929,.65,.05,5,1
8,(37),m3,WSKMW,69,,,.5,.3,.2,3,1
8,(37),m3,WTZSC,131,,,.300000011920929,.3,.4,1,
8,(37),m3,WVBUA,147,,,.300000011920929,.5,.2,4,1
8,(37),m3,XCRTP,133,,,.6000000238418579,.4,0,4,1
8,(37),m3,XYJIX,140,,,.800000011920929,.15,.05,1,1
8,(37),m3,YEXRD,138,,,.5,.3,.2,5,1
8,(37),m3,YGDVU,103,,,.6499999761581421,.2,.15,4,1
8,(37),m3,YHEMK,70,,,.6000000238418579,.3,.1,2,1
8,(37),m3,YHGBZ,163,,,.1000000014901161,.5,.4,3,1
8,(37),m3,YIPBA,97,,,.5,.4,.1,3,1
8,(37),m3,YSSFZ,111,,,.699999988079071,.25,.05,4,1
8,(37),m3,ZCZJN,61,,,.5,.3,.2,4,1
8,(37),m3,ZDOYC,63,,,.2000000029802322,.2,.6,1,1
9,(46),m2,AGNPX,761,.75,1,,,,,1
9,(46),m2,AIRBM,850,.2,1,,,,,1
9,(46),m2,ARLEI,770,.5,1,,,,,1
9,(46),m2,BBECX,840,.30000001,3,,,,,1
9,(46),m2,BHPTI,844,.55000001,2,,,,,1
9,(46),m2,BIYDE,794,.60000002,1,,,,,1
9,(46),m2,BKCFP,827,.85000002,5,,,,,1
9,(46),m2,BNPKB,779,.80000001,3,,,,,1
9,(46),m2,BZRFC,826,.64999998,3,,,,,1
9,(46),m2,CHIBT,784,.2,4,,,,,1
9,(46),m2,CHJWI,762,.89999998,1,,,,,1
9,(46),m2,COGEW,742,.34999999,3,,,,,
9,(46),m2,CUCGB,781,.69999999,3,,,,,1
9,(46),m2,CYLLX,780,.69999999,5,,,,,1
9,(46),m2,CYWGM,744,.75,3,,,,,1
9,(46),m2,DBEOL,768,.5,2,,,,,
9,(46),m2,DCRKI,832,.60000002,4,,,,,1
9,(46),m2,DLIYI,842,.69999999,2,,,,,1
9,(46),m2,DOPFI,746,.80000001,3,,,,,
9,(46),m2,DPJYN,759,.85000002,1,,,,,1
9,(46),m2,DRIUI,788,.44999999,1,,,,,1
9,(46),m2,DSMMR,748,.94999999,5,,,,,1
9,(46),m2,DUYEG,786,.89999998,5,,,,,1
9,(46),m2,EDRGS,782,.94999999,2,,,,,1
9,(46),m2,EFVYH,764,.75,3,,,,,1
9,(46),m2,EMHKN,736,.5,1,,,,,1
9,(46),m2,FDEEF,740,.89999998,4,,,,,1
9,(46),m2,FGOQM,783,.69999999,2,,,,,1
9,(46),m2,FTHMZ,743,.98000002,3,,,,,1
9,(46),m2,FZDWW,796,.89999998,1,,,,,1
9,(46),m2,FZMNK,841,.69999999,7,,,,,1
9,(46),m2,GLFJZ,754,.85000002,1,,,,,1
9,(46),m2,GZRWQ,819,1,5,,,,,1
9,(46),m2,HARNQ,727,.80000001,6,,,,,1
9,(46),m2,HBEWR,752,.5,1,,,,,
9,(46),m2,HBQXZ,851,.60000002,1,,,,,1
9,(46),m2,HEJKB,812,.80000001,5,,,,,1
9,(46),m2,HFNSC,737,.89999998,2,,,,,1
9,(46),m2,HJBDQ,799,.63,2,,,,,1
9,(46),m2,HJEZS,810,.89999998,3,,,,,1
9,(46),m2,IBCCH,777,.89999998,1,,,,,1
9,(46),m2,ITXLG,755,.64999998,2,,,,,1
9,(46),m2,IXRCJ,805,.30000001,2,,,,,1
9,(46),m2,JAYYJ,734,.44999999,2,,,,,1
9,(46),m2,JDVOM,756,.80000001,3,,,,,1
9,(46),m2,JFFDX,820,.5,1,,,,,1
9,(46),m2,JJAGL,800,.75,1,,,,,1
9,(46),m2,JUSNB,817,.89999998,3,,,,,1
9,(46),m2,JVWRC,831,.1,1,,,,,1
9,(46),m2,JXCTF,751,.5,2,,,,,1
9,(46),m2,KBPUC,767,.85000002,2,,,,,1
9,(46),m2,KCPRJ,813,.89999998,4,,,,,1
9,(46),m2,KIYTT,772,.30000001,2,,,,,1
9,(46),m2,KRWHP,732,.2,3,,,,,
9,(46),m2,KSQVW,769,.44999999,4,,,,,1
9,(46),m2,LFMEQ,823,.40000001,2,,,,,
9,(46),m2,LYFOV,828,.80000001,5,,,,,1
9,(46),m2,MHKGW,771,.5,1,,,,,1
9,(46),m2,MLXQY,791,.5,1,,,,,1
9,(46),m2,MPQVV,846,.15000001,4,,,,,1
9,(46),m2,MWDSM,792,.85000002,5,,,,,1
9,(46),m2,MWTSC,818,.66000003,2,,,,,1
9,(46),m2,MXZEG,849,.80000001,4,,,,,1
9,(46),m2,NDNSG,847,.5,1,,,,,
9,(46),m2,NERZB,816,.92000002,2,,,,,1
9,(46),m2,OEXJH,745,.69999999,2,,,,,1
9,(46),m2,OJYDQ,730,.64999998,2,,,,,1
9,(46),m2,OLPSA,741,.75,4,,,,,1
9,(46),m2,OPSPN,735,.60000002,3,,,,,1
9,(46),m2,OTJYA,807,.69999999,2,,,,,1
9,(46),m2,PDSGL,757,.69999999,1,,,,,1
9,(46),m2,PGVWP,749,.85000002,2,,,,,1
9,(46),m2,PPZPY,822,.94999999,6,,,,,
9,(46),m2,PVBVQ,773,.5,2,,,,,1
9,(46),m2,PWJJQ,806,.89999998,4,,,,,1
9,(46),m2,QCTQV,803,.60000002,1,,,,,
9,(46),m2,QRNNV,778,.5,1,,,,,1
9,(46),m2,QYBZC,763,.80000001,4,,,,,1
9,(46),m2,RJKJF,790,.85000002,2,,,,,1
9,(46),m2,RKDZV,793,.44999999,1,,,,,1
9,(46),m2,RKTOH,774,.40000001,1,,,,,1
9,(46),m2,RQOBK,798,.5,2,,,,,
9,(46),m2,RTXTZ,738,.5,1,,,,,1
9,(46),m2,RZIII,728,.34999999,3,,,,,1
9,(46),m2,SKXRF,750,.94999999,2,,,,,1
9,(46),m2,SNNRO,801,.69999999,4,,,,,1
9,(46),m2,SOOYS,766,.69999999,3,,,,,1
9,(46),m2,SVOWQ,802,.89999998,6,,,,,1
9,(46),m2,SXMNT,775,.80000001,1,,,,,1
9,(46),m2,TDFNU,739,.64999998,2,,,,,
9,(46),m2,TDLLY,808,.69999999,4,,,,,1
9,(46),m2,TICTG,747,.80000001,4,,,,,1
9,(46),m2,TLEEF,821,.85000002,3,,,,,1
9,(46),m2,TNUTC,785,.1,1,,,,,1
9,(46),m2,TPMTB,838,.72000003,1,,,,,1
9,(46),m2,TQUSO,829,.89999998,7,,,,,1
9,(46),m2,TVNAD,760,.89999998,2,,,,,1
9,(46),m2,TYDLF,848,.81999999,3,,,,,1
9,(46),m2,TZHAK,833,.75,1,,,,,1
9,(46),m2,UFEYS,776,.80000001,5,,,,,1
9,(46),m2,UONRK,804,.55000001,4,,,,,1
9,(46),m2,UXMBH,835,.75,4,,,,,1
9,(46),m2,UYSCS,797,.88999999,4,,,,,1
9,(46),m2,VBFGR,824,.67000002,6,,,,,1
9,(46),m2,VEOXL,834,.41,2,,,,,1
9,(46),m2,VHWFI,836,.89999998,4,,,,,1
9,(46),m2,VQQGL,726,.69999999,5,,,,,1
9,(46),m2,VSYYJ,843,.94999999,5,,,,,1
9,(46),m2,WEESC,729,.80000001,3,,,,,1
9,(46),m2,WEZFA,787,.69999999,3,,,,,1
9,(46),m2,WOVCG,815,.80000001,1,,,,,
